,Play Type,Outcome
229,Catch + Shoot (2PT),0
230,Post-Up (Left),0
231,Post-Up (Left),0
232,Post-Up (Right),0
233,Post-Up (Right),0
234,Post-Up (Right),1
235,Post-Up (Right),1
236,Drive Right,0
237,PnR Roll Man,1
238,Pull-Up (2PT),0
239,Drive + Dump,1
