,Play Type,Outcome
126,Catch + Shoot (3PT),0
127,Catch + Shoot (3PT),1
128,Offensive Rebound,0
129,Offensive Rebound,1
130,Transition,1
131,Transition,0
132,Transition,0
133,Drive Left,0
134,Drive Left,0
135,Drive Left,0
136,Drive Left,1
137,Off-Ball Cut,0
138,Pull-Up (2PT),1
139,Pull-Up (2PT),1
140,Pull-Up (2PT),1
141,Pull-Up (2PT),0
142,PnR Roll Man,1
143,Post-Up (Right),0
144,Post-Up (Right),0
145,Post-Up (Right),0
146,Post-Up (Right),0
147,Post-Up (Right),0
148,Post-Up (Right),0
149,Post-Up (Right),0
150,Post-Up (Right),1
151,Post-Up (Right),1
152,Post-Up (Right),1
153,Post-Up (Right),1
154,Post-Up (Right),1
155,Catch + Shoot (3PT),0
156,Catch + Shoot (3PT),0
157,Catch + Shoot (3PT),0
158,Catch + Shoot (3PT),1
159,Offensive Rebound,1
160,Offensive Rebound,1
161,Offensive Rebound,1
162,Offensive Rebound,0
163,Offensive Rebound,0
164,Offensive Rebound,0
165,Drive Right,1
166,Drive Right,1
167,Transition,1
168,Transition,1
169,Transition,0
170,Catch + Shoot (2PT),0
171,Post-Up (Left),0
172,Post-Up (Left),0
173,Off-Ball Cut,0
174,Off-Ball Cut,0
175,Off-Ball Cut,0
176,Off-Ball Cut,0
177,Off-Ball Cut,0
178,Off-Ball Cut,1
179,Drive + Dump,0
180,Pull-Up (3PT),0
181,Pull-Up (3PT),1
182,Pull-Up (3PT),1
183,Pull-Up (2PT),0
184,Pull-Up (2PT),0
185,Pull-Up (2PT),0
186,Catch + Shoot (3PT),0
187,Catch + Shoot (3PT),0
188,Catch + Shoot (3PT),0
189,Catch + Shoot (3PT),0
190,Catch + Shoot (3PT),0
191,Catch + Shoot (3PT),0
192,Catch + Shoot (3PT),0
193,Catch + Shoot (3PT),1
194,Catch + Shoot (3PT),1
195,Catch + Shoot (3PT),1
196,Drive Right,0
197,Drive Right,0
198,Drive Right,0
199,Drive Right,0
200,Drive Right,0
201,Drive Right,0
202,Catch + Shoot (2PT),0
203,Catch + Shoot (2PT),0
204,Drive Left,1
205,Drive Left,1
206,Drive Left,0
207,Drive Left,0
208,Drive Left,0
209,Drive Left,0
210,Drive Left,1
211,Transition,0
212,Off-Ball Cut,1
